uid,random_entropy
1,6.357552004618084
2,6.882643049361842
3,6.539158811108031
4,6.357552004618084
5,5.087462841250339
6,7.129283016944966
7,6.845490050944375
8,5.807354922057604
9,7.129283016944966
10,6.845490050944375
11,5.754887502163468
12,7.348728154231077
13,5.247927513443585
14,5.807354922057604
15,6.754887502163468
16,5.247927513443585
17,6.459431618637297
18,6.357552004618084
19,7.820178962415188
20,7.05528243550119
21,5.247927513443585
22,6.727920454563199
23,7.011227255423254
24,4.0
25,7.076815597050831
26,6.491853096329675
27,5.584962500721156
28,6.727920454563199
29,6.643856189774724
30,6.3750394313469245
31,5.392317422778761
32,5.727920454563199
33,5.906890595608519
34,7.03342300153745
35,5.169925001442312
36,6.6293566200796095
37,6.554588851677638
38,6.247927513443585
39,6.189824558880018
40,6.392317422778761
41,6.20945336562895
42,5.285402218862249
43,7.169925001442312
44,5.672425341971495
45,6.022367813028454
46,5.614709844115208
47,6.459431618637297
48,6.087462841250339
49,5.554588851677638
50,7.257387842692652
51,6.832890014164741
52,6.044394119358453
53,4.0
54,6.087462841250339
55,6.3750394313469245
56,7.643856189774724
57,5.459431618637297
58,5.930737337562887
59,6.247927513443585
60,5.426264754702098
61,6.339850002884624
62,6.491853096329675
63,6.554588851677638
64,7.044394119358453
65,6.523561956057013
66,6.321928094887363
67,5.700439718141092
68,6.6293566200796095
69,6.700439718141092
70,6.820178962415188
71,5.672425341971495
72,5.0
73,6.539158811108031
74,6.409390936137702
75,4.392317422778761
76,5.977279923499917
77,5.857980995127572
78,6.569855608330948
79,5.700439718141092
80,7.357552004618084
81,7.383704292474052
82,6.658211482751795
83,5.426264754702098
84,8.566054038171092
85,6.087462841250339
86,5.954196310386875
87,6.714245517666122
88,6.700439718141092
89,6.087462841250339
90,7.475733430966398
91,7.05528243550119
92,6.3750394313469245
93,6.714245517666122
94,6.523561956057013
95,7.087462841250339
96,5.459431618637297
97,6.303780748177103
98,6.94251450533924
99,7.339850002884624
100,6.409390936137702
101,5.977279923499917
102,6.426264754702098
103,6.6293566200796095
104,5.554588851677638
105,5.78135971352466
106,7.7615512324444795
107,6.9886846867721655
108,5.643856189774724
109,6.169925001442312
110,6.108524456778169
111,5.807354922057604
112,6.108524456778169
113,6.426264754702098
114,6.807354922057604
115,6.94251450533924
116,5.459431618637297
117,6.108524456778169
118,5.643856189774724
119,7.20945336562895
120,7.392317422778761
121,7.098032082960526
122,6.539158811108031
123,5.357552004618084
124,6.0
125,5.614709844115208
126,5.614709844115208
127,6.189824558880018
128,4.523561956057013
129,6.845490050944375
130,6.129283016944966
131,6.20945336562895
132,5.523561956057013
133,6.20945336562895
134,6.475733430966398
135,6.832890014164741
136,5.727920454563199
137,5.930737337562887
138,6.894817763307944
139,6.303780748177103
140,6.266786540694901
141,5.754887502163468
142,5.129283016944966
143,6.108524456778169
144,6.044394119358453
145,6.832890014164741
146,5.700439718141092
147,6.087462841250339
148,6.569855608330948
149,6.022367813028454
150,7.303780748177103
151,5.977279923499917
152,6.768184324776926
153,7.507794640198696
154,6.845490050944375
155,6.3750394313469245
156,5.700439718141092
157,6.247927513443585
158,5.954196310386875
159,5.977279923499917
160,6.820178962415188
161,6.20945336562895
162,6.475733430966398
163,6.303780748177103
164,7.754887502163468
165,4.754887502163468
166,6.794415866350106
167,5.882643049361842
168,5.672425341971495
169,6.754887502163468
170,6.247927513443585
171,7.321928094887363
172,6.768184324776926
173,6.266786540694901
174,4.857980995127572
175,6.523561956057013
176,6.741466986401147
177,6.507794640198696
178,7.159871336778389
179,6.768184324776926
180,5.906890595608519
181,7.2761244052742375
182,6.845490050944375
183,5.78135971352466
184,7.339850002884624
185,7.515699838284043
186,6.977279923499917
187,7.022367813028454
188,5.906890595608519
189,6.820178962415188
190,5.930737337562887
191,4.700439718141092
192,6.599912842187128
193,7.199672344836364
194,6.087462841250339
195,6.22881869049588
196,6.6293566200796095
197,6.845490050944375
198,5.857980995127572
199,6.3750394313469245
200,5.930737337562887
201,6.727920454563199
202,6.714245517666122
203,5.584962500721156
204,6.149747119504682
205,6.149747119504682
206,6.599912842187128
207,5.20945336562895
208,7.417852514885898
209,6.247927513443585
210,6.569855608330948
211,6.22881869049588
212,6.303780748177103
213,4.754887502163468
214,7.118941072723508
215,6.643856189774724
216,6.321928094887363
217,6.3750394313469245
218,6.894817763307944
219,6.614709844115208
220,6.727920454563199
221,6.20945336562895
222,7.1799090900149345
223,5.954196310386875
224,6.0
225,6.339850002884624
226,5.857980995127572
227,5.857980995127572
228,6.066089190457772
229,6.741466986401147
230,5.459431618637297
231,6.169925001442312
232,6.599912842187128
233,6.700439718141092
234,6.247927513443585
235,6.129283016944966
236,7.257387842692652
237,5.087462841250339
238,6.918863237274595
239,5.727920454563199
240,5.906890595608519
241,4.754887502163468
242,6.807354922057604
243,6.20945336562895
244,6.857980995127572
245,6.614709844115208
246,7.584962500721156
247,6.303780748177103
248,6.066089190457772
249,7.066089190457772
250,5.672425341971495
251,6.426264754702098
252,6.266786540694901
253,6.754887502163468
254,6.285402218862249
255,6.845490050944375
256,6.087462841250339
257,6.321928094887363
258,5.554588851677638
259,5.584962500721156
260,6.491853096329675
261,5.285402218862249
262,5.807354922057604
263,5.614709844115208
264,5.930737337562887
265,6.022367813028454
266,6.303780748177103
267,7.930737337562887
268,6.129283016944966
269,5.930737337562887
270,5.977279923499917
271,6.087462841250339
272,6.303780748177103
273,6.357552004618084
274,6.459431618637297
275,6.022367813028454
276,5.832890014164741
277,6.392317422778761
278,6.507794640198696
279,6.22881869049588
280,7.6865005271832185
281,6.321928094887363
282,6.303780748177103
283,7.022367813028454
284,6.459431618637297
285,6.22881869049588
286,6.78135971352466
287,5.554588851677638
288,5.357552004618084
289,7.098032082960526
290,6.507794640198696
291,6.857980995127572
292,5.426264754702098
293,7.60733031374961
294,5.426264754702098
295,7.539158811108031
296,6.569855608330948
297,6.066089190457772
298,6.523561956057013
299,6.022367813028454
300,6.285402218862249
301,6.247927513443585
302,6.523561956057013
303,6.022367813028454
304,6.672425341971495
305,5.807354922057604
306,7.523561956057013
307,5.882643049361842
308,5.20945336562895
309,6.0
310,6.807354922057604
311,7.0
312,6.894817763307944
313,6.906890595608519
314,6.357552004618084
315,7.442943495848728
316,4.906890595608519
317,5.426264754702098
318,5.700439718141092
319,7.257387842692652
320,6.507794640198696
321,5.882643049361842
322,6.321928094887363
323,6.339850002884624
324,6.426264754702098
325,5.727920454563199
326,5.584962500721156
327,6.066089190457772
328,6.285402218862249
329,6.554588851677638
330,6.0
331,6.459431618637297
332,6.022367813028454
333,4.584962500721156
334,5.727920454563199
335,6.6865005271832185
336,6.78135971352466
337,6.714245517666122
338,5.087462841250339
339,5.954196310386875
340,7.139551352398794
341,5.672425341971495
342,5.672425341971495
343,7.118941072723508
344,6.794415866350106
345,6.108524456778169
346,6.339850002884624
347,6.643856189774724
348,5.832890014164741
349,9.567956075415466
350,6.475733430966398
351,7.129283016944966
352,5.882643049361842
353,6.741466986401147
354,8.933690654952233
355,7.189824558880018
356,6.044394119358453
357,5.554588851677638
358,6.357552004618084
359,7.721099188707185
360,6.882643049361842
361,6.820178962415188
362,7.189824558880018
363,6.189824558880018
364,7.087462841250339
365,6.285402218862249
366,6.491853096329675
367,6.977279923499917
368,6.643856189774724
369,6.087462841250339
370,6.845490050944375
371,6.94251450533924
372,8.618385502258606
373,6.357552004618084
374,5.882643049361842
375,6.475733430966398
376,5.20945336562895
377,6.584962500721156
378,5.169925001442312
379,6.357552004618084
380,4.954196310386875
381,5.044394119358453
382,5.426264754702098
383,6.357552004618084
384,8.169925001442312
385,5.459431618637297
386,6.768184324776926
387,6.247927513443585
388,6.247927513443585
389,6.22881869049588
390,7.189824558880018
391,5.832890014164741
392,6.087462841250339
393,5.584962500721156
394,6.0
395,5.754887502163468
396,6.149747119504682
397,6.584962500721156
398,7.285402218862249
399,6.129283016944966
400,6.149747119504682
401,6.882643049361842
402,4.700439718141092
403,6.475733430966398
404,6.321928094887363
405,6.714245517666122
406,5.954196310386875
407,6.6865005271832185
408,5.672425341971495
409,6.442943495848728
410,6.169925001442312
411,6.442943495848728
412,6.321928094887363
413,7.129283016944966
414,6.108524456778169
415,6.807354922057604
416,6.918863237274595
417,7.199672344836364
418,6.569855608330948
419,5.700439718141092
420,6.20945336562895
421,6.459431618637297
422,7.294620748891627
423,6.266786540694901
424,6.906890595608519
425,5.426264754702098
426,5.321928094887363
427,6.700439718141092
428,6.539158811108031
429,5.700439718141092
430,5.727920454563199
431,7.076815597050831
432,6.672425341971495
433,6.20945336562895
434,6.6293566200796095
435,5.954196310386875
436,5.614709844115208
437,6.475733430966398
438,6.022367813028454
439,7.087462841250339
440,6.78135971352466
441,6.700439718141092
442,5.954196310386875
443,7.409390936137702
444,5.754887502163468
445,7.417852514885898
446,5.357552004618084
447,5.754887502163468
448,7.569855608330948
449,6.169925001442312
450,6.807354922057604
451,5.614709844115208
452,5.954196310386875
453,4.459431618637297
454,6.94251450533924
455,6.108524456778169
456,6.459431618637297
457,4.584962500721156
458,7.721099188707185
459,6.066089190457772
460,6.768184324776926
461,7.087462841250339
462,5.906890595608519
463,6.442943495848728
464,6.857980995127572
465,6.820178962415188
466,6.149747119504682
467,5.426264754702098
468,6.78135971352466
469,6.044394119358453
470,7.03342300153745
471,6.845490050944375
472,7.199672344836364
473,5.491853096329675
474,6.714245517666122
475,6.9886846867721655
476,6.954196310386875
477,4.247927513443585
478,6.569855608330948
479,6.6865005271832185
480,6.741466986401147
481,7.169925001442312
482,6.554588851677638
483,5.523561956057013
484,7.2384047393250786
485,5.643856189774724
486,6.149747119504682
487,5.754887502163468
488,6.6293566200796095
489,4.857980995127572
490,5.523561956057013
491,5.906890595608519
492,7.20945336562895
493,6.78135971352466
494,5.78135971352466
495,7.03342300153745
496,6.149747119504682
497,6.714245517666122
498,6.807354922057604
499,6.321928094887363
500,5.977279923499917
501,6.569855608330948
502,5.700439718141092
503,6.700439718141092
504,6.022367813028454
505,5.727920454563199
506,6.409390936137702
507,6.584962500721156
508,5.044394119358453
509,6.882643049361842
510,6.794415866350106
511,5.247927513443585
512,6.599912842187128
513,6.409390936137702
514,5.672425341971495
515,7.199672344836364
516,6.022367813028454
517,7.139551352398794
518,7.1799090900149345
519,7.832890014164741
520,5.754887502163468
521,7.087462841250339
522,5.285402218862249
523,6.459431618637297
524,6.087462841250339
525,5.754887502163468
526,6.768184324776926
527,7.330916878114617
528,6.266786540694901
529,6.94251450533924
530,5.857980995127572
531,5.727920454563199
532,5.754887502163468
533,6.339850002884624
534,6.087462841250339
535,6.266786540694901
536,6.189824558880018
537,6.409390936137702
538,6.491853096329675
539,7.022367813028454
540,4.807354922057604
541,5.523561956057013
542,5.20945336562895
543,5.700439718141092
544,5.78135971352466
545,6.357552004618084
546,6.658211482751795
547,5.857980995127572
548,6.643856189774724
549,6.108524456778169
550,6.426264754702098
551,6.714245517666122
552,6.087462841250339
553,6.643856189774724
554,6.087462841250339
555,6.491853096329675
556,5.807354922057604
557,5.392317422778761
558,6.832890014164741
559,6.539158811108031
560,7.118941072723508
561,5.977279923499917
562,5.754887502163468
563,6.442943495848728
564,5.321928094887363
565,6.087462841250339
566,6.614709844115208
567,5.857980995127572
568,6.426264754702098
569,6.475733430966398
570,6.6293566200796095
571,6.303780748177103
572,7.562242424221073
573,4.392317422778761
574,6.129283016944966
575,6.303780748177103
576,5.426264754702098
577,7.149747119504682
578,6.599912842187128
579,5.700439718141092
580,6.108524456778169
581,6.700439718141092
582,8.005624549193879
583,5.727920454563199
584,4.0
585,5.700439718141092
586,6.523561956057013
587,6.754887502163468
588,6.475733430966398
589,5.754887502163468
590,5.459431618637297
591,6.700439718141092
592,5.491853096329675
593,6.459431618637297
594,6.3750394313469245
595,6.285402218862249
596,6.768184324776926
597,5.614709844115208
598,6.3750394313469245
599,6.357552004618084
600,6.857980995127572
601,6.189824558880018
602,5.672425341971495
603,4.857980995127572
604,5.700439718141092
605,5.285402218862249
606,5.906890595608519
607,6.22881869049588
608,5.954196310386875
609,6.930737337562887
610,6.066089190457772
611,5.882643049361842
612,6.906890595608519
613,5.832890014164741
614,6.459431618637297
615,5.614709844115208
616,6.794415866350106
617,6.672425341971495
618,7.475733430966398
619,6.491853096329675
620,6.189824558880018
621,7.832890014164741
622,5.554588851677638
623,6.672425341971495
624,7.312882955284356
625,6.22881869049588
626,6.0
627,6.149747119504682
628,6.087462841250339
629,6.894817763307944
630,5.882643049361842
631,5.727920454563199
632,6.189824558880018
633,6.794415866350106
634,6.475733430966398
635,7.906890595608519
636,6.491853096329675
637,6.247927513443585
638,6.918863237274595
639,6.554588851677638
640,6.700439718141092
641,6.149747119504682
642,6.882643049361842
643,6.169925001442312
644,6.189824558880018
645,6.832890014164741
646,7.584962500721156
647,5.357552004618084
648,5.523561956057013
649,7.169925001442312
650,6.392317422778761
651,5.882643049361842
652,6.807354922057604
653,6.108524456778169
654,6.285402218862249
655,5.754887502163468
656,5.554588851677638
657,6.754887502163468
658,6.022367813028454
659,6.832890014164741
660,7.294620748891627
661,5.426264754702098
662,6.727920454563199
663,5.459431618637297
664,6.614709844115208
665,8.554588851677638
666,6.149747119504682
667,5.129283016944966
668,6.491853096329675
669,6.303780748177103
670,5.169925001442312
671,5.584962500721156
672,5.906890595608519
673,7.011227255423254
674,6.672425341971495
675,6.459431618637297
676,7.05528243550119
677,6.321928094887363
678,4.857980995127572
679,5.554588851677638
680,6.044394119358453
681,6.459431618637297
682,7.139551352398794
683,6.044394119358453
684,6.189824558880018
685,6.700439718141092
686,6.426264754702098
687,6.658211482751795
688,7.066089190457772
689,3.4594316186372973
690,5.727920454563199
691,7.392317422778761
692,7.169925001442312
693,6.3750394313469245
694,5.392317422778761
695,6.044394119358453
696,6.108524456778169
697,6.658211482751795
698,5.78135971352466
699,6.768184324776926
700,6.539158811108031
701,6.6293566200796095
702,7.05528243550119
703,6.807354922057604
704,6.870364719583405
705,5.930737337562887
706,7.960001932068081
707,6.087462841250339
708,6.672425341971495
709,6.507794640198696
710,5.930737337562887
711,6.189824558880018
712,6.794415866350106
713,6.149747119504682
714,5.857980995127572
715,5.832890014164741
716,6.169925001442312
717,4.392317422778761
718,6.714245517666122
719,6.78135971352466
720,6.066089190457772
721,6.6293566200796095
722,6.303780748177103
723,7.467605550082998
724,5.906890595608519
725,6.22881869049588
726,7.930737337562887
727,6.930737337562887
728,6.794415866350106
729,4.643856189774724
730,5.087462841250339
731,6.614709844115208
732,6.022367813028454
733,6.741466986401147
734,6.965784284662087
735,5.491853096329675
736,7.562242424221073
737,6.599912842187128
738,6.614709844115208
739,3.169925001442312
740,5.807354922057604
741,5.247927513443585
742,7.451211111832329
743,6.108524456778169
744,7.768184324776926
745,7.108524456778169
746,6.523561956057013
747,6.6865005271832185
748,6.741466986401147
749,5.977279923499917
750,7.924812503605781
751,6.087462841250339
752,6.044394119358453
753,6.169925001442312
754,4.321928094887363
755,6.442943495848728
756,6.426264754702098
757,6.523561956057013
758,6.459431618637297
759,6.507794640198696
760,6.392317422778761
761,6.022367813028454
762,6.357552004618084
763,6.918863237274595
764,6.459431618637297
765,4.954196310386875
766,6.768184324776926
767,6.857980995127572
768,8.159871336778389
769,6.0
770,4.807354922057604
771,5.832890014164741
772,6.599912842187128
773,7.257387842692652
774,4.700439718141092
775,5.807354922057604
776,5.754887502163468
777,5.392317422778761
778,6.108524456778169
779,5.882643049361842
780,6.768184324776926
781,7.312882955284356
782,6.0
783,6.285402218862249
784,6.539158811108031
785,6.22881869049588
786,5.491853096329675
787,6.339850002884624
788,5.643856189774724
789,5.754887502163468
790,6.285402218862249
791,6.044394119358453
792,6.169925001442312
793,5.930737337562887
794,6.189824558880018
795,6.6293566200796095
796,5.832890014164741
797,6.066089190457772
798,6.6865005271832185
799,6.108524456778169
800,6.954196310386875
801,6.189824558880018
802,5.321928094887363
803,4.392317422778761
804,6.977279923499917
805,6.954196310386875
806,7.60733031374961
807,5.954196310386875
808,6.189824558880018
809,6.303780748177103
810,4.754887502163468
811,6.303780748177103
812,6.022367813028454
813,5.727920454563199
814,6.94251450533924
815,6.087462841250339
816,6.754887502163468
817,6.475733430966398
818,5.832890014164741
819,5.906890595608519
820,6.894817763307944
821,5.459431618637297
822,6.507794640198696
823,7.0
824,6.584962500721156
825,4.807354922057604
826,6.930737337562887
827,7.459431618637297
828,5.491853096329675
829,5.754887502163468
830,5.754887502163468
831,5.392317422778761
832,5.643856189774724
833,6.754887502163468
834,6.584962500721156
835,6.442943495848728
836,5.930737337562887
837,6.870364719583405
838,6.754887502163468
839,6.491853096329675
840,5.930737337562887
841,6.78135971352466
842,7.1799090900149345
843,5.392317422778761
844,6.523561956057013
845,6.149747119504682
846,5.954196310386875
847,5.169925001442312
848,5.930737337562887
849,6.409390936137702
850,7.076815597050831
851,6.169925001442312
852,5.754887502163468
853,5.357552004618084
854,5.832890014164741
855,4.807354922057604
856,6.894817763307944
857,6.832890014164741
858,5.977279923499917
859,4.087462841250339
860,6.22881869049588
861,6.247927513443585
862,5.247927513443585
863,5.321928094887363
864,5.930737337562887
865,7.108524456778169
866,6.0
867,5.459431618637297
868,7.087462841250339
869,5.977279923499917
870,5.643856189774724
871,5.169925001442312
872,6.894817763307944
873,5.554588851677638
874,5.523561956057013
875,5.426264754702098
876,5.491853096329675
877,5.727920454563199
878,6.491853096329675
879,6.22881869049588
880,7.044394119358453
881,6.614709844115208
882,7.864186144654281
883,5.977279923499917
884,5.882643049361842
885,6.339850002884624
886,5.832890014164741
887,6.357552004618084
888,7.392317422778761
889,6.727920454563199
890,6.149747119504682
891,6.285402218862249
892,6.087462841250339
893,5.554588851677638
894,6.6293566200796095
895,4.807354922057604
896,5.129283016944966
897,6.3750394313469245
898,6.3750394313469245
899,4.807354922057604
900,7.467605550082998
901,7.826548487290915
902,6.087462841250339
903,5.832890014164741
904,6.22881869049588
905,7.189824558880018
906,6.303780748177103
907,4.392317422778761
908,6.189824558880018
909,6.754887502163468
910,5.554588851677638
911,5.584962500721156
912,6.554588851677638
913,6.285402218862249
914,5.129283016944966
915,5.906890595608519
916,5.977279923499917
917,6.066089190457772
918,6.507794640198696
919,3.9068905956085187
920,5.392317422778761
921,6.523561956057013
922,7.994353436858858
923,5.807354922057604
924,5.426264754702098
925,5.285402218862249
926,6.459431618637297
927,6.894817763307944
928,7.266786540694901
929,6.584962500721156
930,5.954196310386875
931,5.977279923499917
932,6.409390936137702
933,6.554588851677638
934,7.098032082960526
935,6.169925001442312
936,6.78135971352466
937,6.741466986401147
938,6.6865005271832185
939,6.539158811108031
940,6.108524456778169
941,5.643856189774724
942,6.321928094887363
943,7.94251450533924
944,6.554588851677638
945,6.149747119504682
946,6.3750394313469245
947,5.169925001442312
948,6.022367813028454
949,6.303780748177103
950,6.442943495848728
951,7.199672344836364
952,6.108524456778169
953,6.569855608330948
954,6.820178962415188
955,4.807354922057604
956,6.392317422778761
957,6.870364719583405
958,5.0
959,4.459431618637297
960,6.409390936137702
961,5.584962500721156
962,5.832890014164741
963,5.882643049361842
964,5.807354922057604
965,4.700439718141092
966,4.700439718141092
967,6.965784284662087
968,5.459431618637297
969,6.189824558880018
970,6.643856189774724
971,5.523561956057013
972,5.807354922057604
973,6.714245517666122
974,7.643856189774724
975,5.857980995127572
976,8.379378367071261
977,6.6865005271832185
978,6.266786540694901
979,4.247927513443585
980,6.845490050944375
981,6.6865005271832185
982,6.442943495848728
983,6.554588851677638
984,3.807354922057604
985,6.768184324776926
986,6.022367813028454
987,6.507794640198696
988,6.643856189774724
989,5.977279923499917
990,5.169925001442312
991,6.189824558880018
992,7.523561956057013
993,6.882643049361842
994,6.285402218862249
995,5.832890014164741
996,5.20945336562895
997,6.129283016944966
998,5.727920454563199
999,7.066089190457772
1000,4.0
1001,7.20945336562895
1002,6.066089190457772
1003,5.832890014164741
1004,5.906890595608519
1005,6.442943495848728
1006,5.727920454563199
1007,6.266786540694901
1008,6.044394119358453
1009,6.066089190457772
1010,5.700439718141092
1011,5.357552004618084
1012,7.348728154231077
1013,6.22881869049588
1014,6.870364719583405
1015,6.3750394313469245
1016,6.768184324776926
1017,7.087462841250339
1018,6.3750394313469245
1019,7.1799090900149345
1020,5.78135971352466
1021,6.066089190457772
1022,6.658211482751795
1023,6.285402218862249
1024,5.700439718141092
1025,6.3750394313469245
1026,5.954196310386875
1027,6.599912842187128
1028,6.658211482751795
1029,5.906890595608519
1030,5.832890014164741
1031,6.6293566200796095
1032,4.954196310386875
1033,5.357552004618084
1034,6.599912842187128
1035,6.882643049361842
1036,5.491853096329675
1037,5.954196310386875
1038,6.149747119504682
1039,7.169925001442312
1040,7.539158811108031
1041,4.857980995127572
1042,6.6865005271832185
1043,5.247927513443585
1044,6.339850002884624
1045,6.569855608330948
1046,6.22881869049588
1047,7.546894459887636
1048,7.076815597050831
1049,6.6293566200796095
1050,5.930737337562887
1051,5.954196310386875
1052,6.022367813028454
1053,6.894817763307944
1054,7.312882955284356
1055,6.754887502163468
1056,6.794415866350106
1057,5.78135971352466
1058,6.087462841250339
1059,6.3750394313469245
1060,4.169925001442312
1061,6.266786540694901
1062,6.189824558880018
1063,5.954196310386875
1064,6.714245517666122
1065,6.066089190457772
1066,5.882643049361842
1067,6.129283016944966
1068,6.507794640198696
1069,6.392317422778761
1070,5.491853096329675
1071,5.977279923499917
1072,6.539158811108031
1073,6.357552004618084
1074,5.807354922057604
1075,6.247927513443585
1076,6.554588851677638
1077,6.392317422778761
1078,4.523561956057013
1079,5.78135971352466
1080,6.149747119504682
1081,5.169925001442312
1082,6.044394119358453
1083,6.954196310386875
